round_id,round_number,phase,provenance,panel,series,formulation_id,value,lower,upper,count_pass,count_fail
ROUND_007,7,screening_only,formal_frozen,observed_viability,individual_formulation,v2_2df18f043f0c,5.9925,,,,
ROUND_007,7,screening_only,formal_frozen,observed_viability,individual_formulation,v2_655dce03a47b,57.5075,,,,
ROUND_007,7,screening_only,formal_frozen,observed_viability,individual_formulation,v2_6f20e63adb1d,48.9975,,,,
ROUND_007,7,screening_only,formal_frozen,observed_viability,individual_formulation,v2_6fb2fa9dc5d5,49.370000000000005,,,,
ROUND_007,7,screening_only,formal_frozen,observed_viability,individual_formulation,v2_724742f4ebc1,12.6675,,,,
ROUND_007,7,screening_only,formal_frozen,observed_viability,individual_formulation,v2_7371aa062562,50.095,,,,
ROUND_007,7,screening_only,formal_frozen,observed_viability,individual_formulation,v2_a1a1ae0b19bb,13.4975,,,,
ROUND_007,7,screening_only,formal_frozen,observed_viability,individual_formulation,v2_acaa3c7de271,21.485,,,,
ROUND_007,7,screening_only,formal_frozen,observed_viability,individual_formulation,v2_adfd2284b7fb,8.127500000000001,,,,
ROUND_007,7,screening_only,formal_frozen,observed_viability,individual_formulation,v2_c0858ec7c2c6,24.2275,,,,
ROUND_007,7,screening_only,formal_frozen,observed_viability,individual_formulation,v2_d880ac9c9187,21.47,,,,
ROUND_007,7,screening_only,formal_frozen,observed_viability,individual_formulation,v2_e579d58c9088,13.4225,,,,
ROUND_007,7,screening_only,formal_frozen,observed_viability,median_iqr,,21.4775,13.23375,49.090625,,
ROUND_007,7,screening_only,formal_frozen,prospective_performance,mae,,22.18776496960027,,,,
ROUND_007,7,screening_only,formal_frozen,prospective_performance,bias,,20.43958094525095,,,,
ROUND_007,7,screening_only,formal_frozen,prospective_performance,interval_95_coverage,,0.6666666666666666,,,,
ROUND_007,7,screening_only,formal_frozen,feasibility_mechanics,intact_pass_proportion,,1.0,0.7574992425007574,1.0,12.0,0.0
ROUND_007,7,screening_only,formal_frozen,feasibility_mechanics,mechanical_measurement_count,,0.0,,,,
