round_id,round_number,phase,provenance,panel,series,formulation_id,value,lower,upper,count_pass,count_fail
ROUND_002,2,screening_only,migration_frozen_supplementary,observed_viability,individual_formulation,v2_34d667ff4762,63.879999999999995,,,,
ROUND_002,2,screening_only,migration_frozen_supplementary,observed_viability,individual_formulation,v2_384020959c42,21.375,,,,
ROUND_002,2,screening_only,migration_frozen_supplementary,observed_viability,individual_formulation,v2_3e8ef993abba,65.5625,,,,
ROUND_002,2,screening_only,migration_frozen_supplementary,observed_viability,individual_formulation,v2_42188f45e98a,38.805,,,,
ROUND_002,2,screening_only,migration_frozen_supplementary,observed_viability,individual_formulation,v2_655729013931,64.9,,,,
ROUND_002,2,screening_only,migration_frozen_supplementary,observed_viability,individual_formulation,v2_75d69addc009,29.2025,,,,
ROUND_002,2,screening_only,migration_frozen_supplementary,observed_viability,individual_formulation,v2_8a721b7d8f1c,63.9975,,,,
ROUND_002,2,screening_only,migration_frozen_supplementary,observed_viability,individual_formulation,v2_a3cd6cc2afa7,57.3875,,,,
ROUND_002,2,screening_only,migration_frozen_supplementary,observed_viability,individual_formulation,v2_b2c883db5caf,43.185,,,,
ROUND_002,2,screening_only,migration_frozen_supplementary,observed_viability,individual_formulation,v2_db8935ce2c34,61.5875,,,,
ROUND_002,2,screening_only,migration_frozen_supplementary,observed_viability,individual_formulation,v2_e0e6b16a3f20,30.4375,,,,
ROUND_002,2,screening_only,migration_frozen_supplementary,observed_viability,individual_formulation,v2_fc5b4c04eee9,56.287499999999994,,,,
ROUND_002,2,screening_only,migration_frozen_supplementary,observed_viability,median_iqr,,56.8375,36.713125,63.909375,,
ROUND_002,2,screening_only,migration_frozen_supplementary,prospective_performance,mae,,15.374186582161943,,,,
ROUND_002,2,screening_only,migration_frozen_supplementary,prospective_performance,bias,,14.862607612421082,,,,
ROUND_002,2,screening_only,migration_frozen_supplementary,prospective_performance,interval_95_coverage,,1.0,,,,
ROUND_002,2,screening_only,migration_frozen_supplementary,feasibility_mechanics,intact_pass_proportion,,0.8333333333333334,0.5519636426153274,0.9530358523851776,10.0,2.0
ROUND_002,2,screening_only,migration_frozen_supplementary,feasibility_mechanics,mechanical_measurement_count,,0.0,,,,
