panel,candidate_id,round_id,prediction,observed,uncertainty_std,absolute_error,nominal_coverage,empirical_coverage,interval_width,coverage_lower,coverage_upper,binary_outcome
viability_prediction,retest_v2_75d69addc009,ROUND_003,29.24575715487311,34.5,0.9991394709236764,5.254242845126889,,,3.9166267260208114,,,
viability_prediction,rescue_000002,ROUND_003,59.625548284101335,65.0,9.520940751078903,5.374451715898665,,,37.3220877442293,,,
viability_prediction,cand_001256,ROUND_003,58.724742992940016,29.0,24.187978918531524,29.724742992940016,,,94.81687736064357,,,
viability_prediction,cand_000026,ROUND_003,62.813166233359446,44.5,21.785070096186512,18.313166233359446,,,85.39747477705113,,,
viability_prediction,cand_000143,ROUND_003,59.81772975597263,48.5,23.352298676726456,11.317729755972628,,,91.54101081276771,,,
viability_prediction,cand_000293,ROUND_003,71.820753280291,53.0,10.925520512478291,18.820753280291,,,42.8280404089149,,,
viability_prediction,cand_000510,ROUND_003,58.720808487471544,41.0,24.187978822516087,17.720808487471544,,,94.81687698426306,,,
viability_prediction,cand_000849,ROUND_003,58.93019509730977,38.0,24.16077166458678,20.93019509730977,,,94.71022492518017,,,
viability_prediction,cand_000846,ROUND_003,58.92437007701841,38.0,24.166804376952193,20.92437007701841,,,94.7338731576526,,,
viability_prediction,cand_001346,ROUND_003,58.9187602099713,36.0,24.164943773185,22.918760209971303,,,94.72657959088521,,,
viability_prediction,cand_001770,ROUND_003,58.91497503925672,38.5,24.168569469864593,20.414975039256717,,,94.74079232186921,,,
viability_prediction,cand_001847,ROUND_003,58.72481704977869,52.0,24.18797891866367,6.724817049778693,,,94.81687736116159,,,
viability_prediction,rescue_000013,ROUND_004,46.80008917114565,32.885,23.095514996704072,13.915089171145652,,,90.53441878707996,,,
viability_prediction,rescue_000016,ROUND_004,44.952131527292465,58.35000000000001,5.0664427436755295,13.397868472707543,,,19.860455555208077,,,
viability_prediction,cand_000637,ROUND_004,76.54205208741212,50.515,9.885163840791698,26.027052087412116,,,38.74984225590345,,,
viability_prediction,cand_000374,ROUND_004,72.54485407581217,50.6025,15.37535482335997,21.94235407581217,,,60.27139090757108,,,
viability_prediction,cand_000113,ROUND_004,64.03442627824809,52.88250000000001,18.863137933937843,11.151926278248084,,,73.94350070103634,,,
viability_prediction,cand_000708,ROUND_004,58.75409897162861,28.365,23.046276903959168,30.38909897162861,,,90.34140546351993,,,
viability_prediction,cand_000776,ROUND_004,58.77957479919056,35.825,23.980608131410815,22.95457479919056,,,94.00398387513039,,,
viability_prediction,cand_001804,ROUND_004,61.259400717629525,10.1075,22.681527140037726,51.15190071762952,,,88.91158638894788,,,
viability_prediction,cand_001254,ROUND_004,60.70502243687755,0.69,23.12024088265788,60.01502243687755,,,90.63134426001888,,,
viability_prediction,cand_001144,ROUND_004,60.223399208893625,40.4675,23.426055547128605,19.755899208893624,,,91.83013774474414,,,
viability_prediction,cand_000866,ROUND_004,60.54920868100531,30.2175,22.335355531590707,30.33170868100531,,,87.55459368383558,,,
viability_prediction,cand_001721,ROUND_004,59.675896243424894,1.3325,23.692256077157737,58.34339624342489,,,92.87364382245832,,,
viability_prediction,rescue_000003,ROUND_005,59.502151753493344,53.3425,7.003852076147249,6.159651753493343,,,27.455100138497215,,,
viability_prediction,rescue_000001,ROUND_005,40.16970249195592,9.2925,12.393000906289316,30.877202491955916,,,48.58056355265412,,,
viability_prediction,cand_000731,ROUND_005,68.46280394716243,59.182500000000005,7.843378514314983,9.280303947162423,,,30.746043776114732,,,
viability_prediction,cand_000302,ROUND_005,56.99243953767547,1.3650000000000002,24.26243253904828,55.62743953767547,,,95.10873555306925,,,
viability_prediction,cand_000137,ROUND_005,55.5562245742118,22.145000000000003,24.210561114517585,33.41122457421179,,,94.90539956890893,,,
viability_prediction,cand_000566,ROUND_005,63.20929464398577,48.3325,13.527834211553865,14.876794643985775,,,53.029110109291146,,,
viability_prediction,cand_000268,ROUND_005,55.97962349248062,19.355,23.796093807439593,36.62462349248062,,,93.2806877251632,,,
viability_prediction,cand_000806,ROUND_005,57.30696101641415,31.85,24.28745112122454,25.456961016414148,,,95.20680839520018,,,
viability_prediction,cand_000807,ROUND_005,57.30696101641415,25.5225,24.28745112122454,31.78446101641415,,,95.20680839520018,,,
viability_prediction,cand_000810,ROUND_005,57.30696101641415,6.93,24.28745112122454,50.37696101641415,,,95.20680839520018,,,
viability_prediction,cand_001520,ROUND_005,57.30696101641415,31.494999999999997,24.28745112122454,25.811961016414152,,,95.20680839520018,,,
viability_prediction,cand_001526,ROUND_005,57.30696101641415,11.912499999999998,24.28745112122454,45.394461016414155,,,95.20680839520018,,,
viability_prediction,retest_v2_88865d95334d,ROUND_006,1.4444992067671194,15.755,0.9988972145863833,14.31050079323288,,,3.915677081178622,,,
viability_prediction,retest_v2_d9aaefea702e,ROUND_006,9.468709286190595,28.4675,0.996690962070636,18.99879071380941,,,3.9070285713168933,,,
viability_prediction,rescue_000009,ROUND_006,65.12864501919591,48.99250000000001,11.04426839504023,16.136145019195908,,,43.293532108557706,,,
viability_prediction,rescue_000026,ROUND_006,66.33954348174896,53.712500000000006,3.091048919113526,12.627043481748956,,,12.116911762925021,,,
viability_prediction,cand_000388,ROUND_006,56.078633246607154,40.6125,24.71787912821978,15.466133246607155,,,96.89408618262154,,,
viability_prediction,cand_000599,ROUND_006,53.71104413417668,6.817499999999999,24.59404247216249,46.89354413417668,,,96.40864649087695,,,
viability_prediction,cand_000452,ROUND_006,66.59621942113174,40.18,5.566915856512772,26.416219421131736,,,21.822310157530065,,,
viability_prediction,cand_001218,ROUND_006,54.51751704270245,24.755000000000003,24.68740406206245,29.76251704270245,,,96.77462392328479,,,
viability_prediction,cand_000842,ROUND_006,56.298833180708186,8.025,24.71832313295539,48.27383318070819,,,96.89582668118513,,,
viability_prediction,cand_000858,ROUND_006,56.298833180708186,10.6,24.71832313295539,45.698833180708185,,,96.89582668118513,,,
