recommendation_type,bucket_rank,origin,source_file,source_rank,anchor_stage,anchor_experiments,predicted_viability,uncertainty,blindspot_score,novelty_score,dmso_percent,n_ingredients,betaine_M,creatine_M,dextran_pct,dmso_M,ectoin_M,ethylene_glycol_M,fbs_pct,glucose_M,glycerol_M,hes_pct,hsa_pct,human_serum_pct,hyaluronic_acid_pct,methylcellulose_pct,peg_3350_pct,proline_M,propylene_glycol_M,pvp_pct,raffinose_M,sucrose_M,trehalose_M,formulation,rationale
explore,1,generated_probe,,,2.0,EXP2104,43.49632953163335,23.47363517555309,7.159519591047776,0.19206349206349205,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.845,0.0,0.0,0.299325,0.0,1.84M propylene_glycol + 299.3mM sucrose,Local calibration probe around underpredicted propylene_glycol + sucrose chemistry.
explore,2,generated_probe,,,3.0,EXP3107;EXP3108,43.387205062861554,19.40830013271107,11.894211014850116,0.17008547008547006,3.75024,2,0.0,0.0,0.0,0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,528.0mM dmso + 100.0mM sucrose,Midpoint calibration probe from underpredicted dmso + sucrose anchors.
explore,3,generated_probe,,,3.0,EXP3107,42.20776961263094,19.21515299007733,11.894211014850116,0.17008547008547006,3.75024,2,0.0,0.0,0.0,0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07500000000000001,0.0,528.0mM dmso + 75.0mM sucrose,Local calibration probe around underpredicted dmso + sucrose chemistry.
explore,4,generated_probe,,,2.0,EXP2103,45.026609109056594,22.80102101537986,1.0452034194532196,0.3015445066915655,0.0,6,0.0,0.0,0.0,0.0,0.0,1.9125,33.9,0.0,0.0,0.0,1.8,0.0,0.0,0.0,3.6,0.18687499999999999,0.0,7.2,0.0,0.0,0.0,1.91M ethylene_glycol + 33.9% fbs + 1.8% hsa + 3.6% peg_3350 + 186.9mM proline + 7.2% pvp,Local calibration probe around underpredicted ethylene_glycol + proline chemistry.
explore,5,generated_probe,,,2.0,EXP2103,45.12782542050991,22.75604189863096,1.0452034194532196,0.3015445066915655,0.0,6,0.0,0.0,0.0,0.0,0.0,1.1475,33.9,0.0,0.0,0.0,1.8,0.0,0.0,0.0,3.6,0.112125,0.0,7.2,0.0,0.0,0.0,1.15M ethylene_glycol + 33.9% fbs + 1.8% hsa + 3.6% peg_3350 + 112.1mM proline + 7.2% pvp,Local calibration probe around underpredicted ethylene_glycol + proline chemistry.
explore,6,generated_probe,,,2.0,EXP2104;EXP3102,51.57949109522631,19.549501099054826,7.159519591047776,0.19206349206349205,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.50315,0.0,2.45M propylene_glycol + 503.1mM sucrose,Midpoint calibration probe from underpredicted propylene_glycol + sucrose anchors.
explore,7,generated_probe,,,1.0,EXP1105,63.63641470127527,20.068743549927124,3.9314531484154704,0.05913775766716944,0.0,2,0.0,0.0,0.0,0.0,0.380875,1.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.9mM ectoin + 1.94M ethylene_glycol,Local calibration probe around underpredicted ectoin + ethylene_glycol chemistry.
explore,8,generated_probe,,,4.0,EXP4105,64.52730211808782,19.703019058948403,2.7144045695431336,0.09183739735210324,0.0,3,0.0,0.0,0.0,0.0,0.380875,1.83,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.9mM ectoin + 1.83M ethylene_glycol + 1.8% fbs,Local calibration probe around underpredicted ectoin + fbs chemistry.
explore,9,generated_probe,,,4.0,EXP4105,68.76846625566117,18.78840891413545,2.7144045695431336,0.09183739735210324,0.0,3,0.0,0.0,0.0,0.0,0.22852500000000003,1.83,1.0499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.5mM ectoin + 1.83M ethylene_glycol + 1.0% fbs,Local calibration probe around underpredicted ectoin + fbs chemistry.
explore,10,generated_probe,,,1.0,EXP1105,64.71142178941312,17.571204819929076,3.9314531484154704,0.05913775766716944,0.0,2,0.0,0.0,0.0,0.0,0.22852500000000003,1.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.5mM ectoin + 1.16M ethylene_glycol,Local calibration probe around underpredicted ectoin + ethylene_glycol chemistry.
