recommendation_type,bucket_rank,origin,source_file,source_rank,anchor_stage,anchor_experiments,predicted_viability,uncertainty,blindspot_score,novelty_score,dmso_percent,n_ingredients,betaine_M,creatine_M,dextran_pct,dmso_M,ectoin_M,ethylene_glycol_M,fbs_pct,glucose_M,glycerol_M,hes_pct,hsa_pct,human_serum_pct,hyaluronic_acid_pct,methylcellulose_pct,peg_3350_pct,proline_M,propylene_glycol_M,pvp_pct,raffinose_M,sucrose_M,trehalose_M,formulation,rationale
exploit,1,bo_candidate,bo_candidates_dmso_free_iteration_6_prior_mean.csv,1.0,,,93.97457265406054,16.589075702955096,0.0,0.0,0.24382968620537185,4,0.0,0.0,0.0,0.0343290227602597,0.3035901915640842,2.025414204290468,10.238687380728802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3mM dmso + 303.6mM ectoin + 2.03M ethylene_glycol + 10.2% fbs,Top BO exploitation candidate with strong predicted viability.
exploit,2,bo_candidate,bo_candidates_dmso_free_iteration_6_prior_mean.csv,2.0,,,93.7625195571867,16.795675564809986,0.0,0.0,0.32774243160246574,4,0.0,0.0,0.0,0.04614318120603,0.3036726458291245,2.024891416850783,10.211280890582106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1mM dmso + 303.7mM ectoin + 2.02M ethylene_glycol + 10.2% fbs,Top BO exploitation candidate with strong predicted viability.
exploit,3,bo_candidate,bo_candidates_dmso_free_iteration_6_prior_mean.csv,3.0,,,93.4782694766347,17.016454814971347,0.0,0.0,0.18582618473185322,4,0.0,0.0,0.0,0.0261626524004913,0.3111317789105891,2.088769249499745,10.91631336525698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2mM dmso + 311.1mM ectoin + 2.09M ethylene_glycol + 10.9% fbs,Top BO exploitation candidate with strong predicted viability.
exploit,4,bo_candidate,bo_candidates_dmso_free_iteration_6_prior_mean.csv,4.0,,,93.36885303119756,17.079207584654032,0.0,0.0,0.4067779438063648,4,0.0,0.0,0.0,0.0572706691651096,0.3038122100091106,2.0252156246546873,10.198388811205133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.3mM dmso + 303.8mM ectoin + 2.03M ethylene_glycol + 10.2% fbs,Top BO exploitation candidate with strong predicted viability.
exploit,5,bo_candidate,bo_candidates_dmso_free_iteration_6_prior_mean.csv,5.0,,,93.20927047351827,16.80834625280646,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.3036648188710175,2.0475851571442867,10.889275661916471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.7mM ectoin + 2.05M ethylene_glycol + 10.9% fbs,Top BO exploitation candidate with strong predicted viability.
exploit,6,bo_candidate,bo_candidates_general_iteration_6_prior_mean.csv,1.0,,,92.72595635126314,17.011362449248736,0.0,0.0,0.23385581745703352,5,0.0,0.0,0.0,0.032924791911268,0.3064731249416207,2.031718656763639,10.330075346336407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1497322715936331,0.0,0.0,32.9mM dmso + 306.5mM ectoin + 2.03M ethylene_glycol + 10.3% fbs + 149.7mM raffinose,Top BO exploitation candidate with strong predicted viability.
exploit,7,bo_candidate,bo_candidates_dmso_free_iteration_6_prior_mean.csv,6.0,,,92.69411418634056,17.3160105105739,0.0,0.0,0.28545601164795537,4,0.0,0.0,0.0,0.0401896343034367,0.3166435986974095,2.1612131483384407,9.959256937095272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2mM dmso + 316.6mM ectoin + 2.16M ethylene_glycol + 10.0% fbs,Top BO exploitation candidate with strong predicted viability.
exploit,8,bo_candidate,bo_candidates_general_iteration_6_prior_mean.csv,4.0,,,91.96562472232242,18.201742544239387,0.0,0.0,0.44151000161882625,4,0.0,0.0,0.0,0.0621606299476141,0.3154474448382896,2.1075301784259204,12.070246916736927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.2mM dmso + 315.4mM ectoin + 2.11M ethylene_glycol + 12.1% fbs,Top BO exploitation candidate with strong predicted viability.
explore,1,local_rank_probe,bo_candidates_dmso_free_iteration_6_prior_mean.csv,1.0,6.0,,91.89739455328629,16.12696478002773,5.358109721703078,0.05955183041596085,0.24382968620537185,4,0.0,0.0,0.0,0.0343290227602597,0.3035901915640842,1.8228727838614214,9.214818642655922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3mM dmso + 303.6mM ectoin + 1.82M ethylene_glycol + 9.2% fbs,Local rank-resolution probe around exploit anchor bo_candidates_dmso_free_iteration_6_prior_mean.csv rank 1; scaled fbs + ethylene_glycol down by 10%.
explore,2,local_rank_probe,bo_candidates_dmso_free_iteration_6_prior_mean.csv,1.0,6.0,,91.54635747336351,17.80908574537537,5.358109721703078,0.05955183041596085,0.24382968620537185,4,0.0,0.0,0.0,0.0343290227602597,0.3035901915640842,2.2279556247195154,11.262556118801683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3mM dmso + 303.6mM ectoin + 2.23M ethylene_glycol + 11.3% fbs,Local rank-resolution probe around exploit anchor bo_candidates_dmso_free_iteration_6_prior_mean.csv rank 1; scaled fbs + ethylene_glycol up by 10%.
explore,3,local_rank_probe,bo_candidates_dmso_free_iteration_6_prior_mean.csv,2.0,6.0,,91.69477470004108,16.36593002860996,5.358109721703078,0.05955183041596085,0.32774243160246574,4,0.0,0.0,0.0,0.04614318120603,0.3036726458291245,1.8224022751657047,9.190152801523896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1mM dmso + 303.7mM ectoin + 1.82M ethylene_glycol + 9.2% fbs,Local rank-resolution probe around exploit anchor bo_candidates_dmso_free_iteration_6_prior_mean.csv rank 2; scaled fbs + ethylene_glycol down by 10%.
explore,4,local_rank_probe,bo_candidates_dmso_free_iteration_6_prior_mean.csv,2.0,6.0,,91.36961843122262,17.975846995012684,5.358109721703078,0.05955183041596085,0.32774243160246574,4,0.0,0.0,0.0,0.04614318120603,0.3036726458291245,2.2273805585358617,11.232408979640319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1mM dmso + 303.7mM ectoin + 2.23M ethylene_glycol + 11.2% fbs,Local rank-resolution probe around exploit anchor bo_candidates_dmso_free_iteration_6_prior_mean.csv rank 2; scaled fbs + ethylene_glycol up by 10%.
explore,5,local_rank_probe,bo_candidates_dmso_free_iteration_6_prior_mean.csv,3.0,6.0,,92.73021457631457,16.295106184213314,5.358109721703078,0.05955183041596085,0.18582618473185322,4,0.0,0.0,0.0,0.0261626524004913,0.3111317789105891,1.8798923245497705,9.824682028731283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2mM dmso + 311.1mM ectoin + 1.88M ethylene_glycol + 9.8% fbs,Local rank-resolution probe around exploit anchor bo_candidates_dmso_free_iteration_6_prior_mean.csv rank 3; scaled fbs + ethylene_glycol down by 10%.
explore,6,local_rank_probe,bo_candidates_dmso_free_iteration_6_prior_mean.csv,3.0,6.0,,89.89669135132041,18.54428249855912,5.358109721703078,0.05955183041596085,0.18582618473185322,4,0.0,0.0,0.0,0.0261626524004913,0.3111317789105891,2.29764617444972,12.00794470178268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2mM dmso + 311.1mM ectoin + 2.30M ethylene_glycol + 12.0% fbs,Local rank-resolution probe around exploit anchor bo_candidates_dmso_free_iteration_6_prior_mean.csv rank 3; scaled fbs + ethylene_glycol up by 10%.
explore,7,local_rank_probe,bo_candidates_dmso_free_iteration_6_prior_mean.csv,4.0,6.0,,91.32723264063864,16.67802611973935,5.358109721703078,0.05955183041596085,0.4067779438063648,4,0.0,0.0,0.0,0.0572706691651096,0.3038122100091106,1.8226940621892187,9.17854993008462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.3mM dmso + 303.8mM ectoin + 1.82M ethylene_glycol + 9.2% fbs,Local rank-resolution probe around exploit anchor bo_candidates_dmso_free_iteration_6_prior_mean.csv rank 4; scaled fbs + ethylene_glycol down by 10%.
explore,8,local_rank_probe,bo_candidates_dmso_free_iteration_6_prior_mean.csv,4.0,6.0,,91.01824619778938,18.21396573417394,5.358109721703078,0.05955183041596085,0.4067779438063648,4,0.0,0.0,0.0,0.0572706691651096,0.3038122100091106,2.227737187120156,11.218227692325646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.3mM dmso + 303.8mM ectoin + 2.23M ethylene_glycol + 11.2% fbs,Local rank-resolution probe around exploit anchor bo_candidates_dmso_free_iteration_6_prior_mean.csv rank 4; scaled fbs + ethylene_glycol up by 10%.
explore,9,blindspot_probe,,,5.0,EXP5107,60.770365785364994,23.923366826512716,13.90219436464876,0.15277777777777776,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3800000000000001,0.0,0.0,0.224475,0.0,1.38M propylene_glycol + 224.5mM sucrose,Local calibration probe around underpredicted propylene_glycol + sucrose chemistry.
explore,10,blindspot_probe,,,5.0,EXP2104;EXP5107,64.6948709770948,18.487115389632027,13.90219436464876,0.15277777777777776,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.3492,0.0,2.15M propylene_glycol + 349.2mM sucrose,Midpoint calibration probe from underpredicted propylene_glycol + sucrose anchors.
explore,11,blindspot_probe,,,2.0,EXP2103,50.03997957667399,24.880793121259114,1.543989647706982,0.29774159663865546,0.0,6,0.0,0.0,0.0,0.0,0.0,1.9125,33.9,0.0,0.0,0.0,1.8,0.0,0.0,0.0,3.6,0.18687499999999999,0.0,7.2,0.0,0.0,0.0,1.91M ethylene_glycol + 33.9% fbs + 1.8% hsa + 3.6% peg_3350 + 186.9mM proline + 7.2% pvp,Local calibration probe around underpredicted ethylene_glycol + proline chemistry.
explore,12,blindspot_probe,,,2.0,EXP2103,50.14058244659265,24.83958030716768,1.543989647706982,0.29774159663865546,0.0,6,0.0,0.0,0.0,0.0,0.0,1.1475,33.9,0.0,0.0,0.0,1.8,0.0,0.0,0.0,3.6,0.112125,0.0,7.2,0.0,0.0,0.0,1.15M ethylene_glycol + 33.9% fbs + 1.8% hsa + 3.6% peg_3350 + 112.1mM proline + 7.2% pvp,Local calibration probe around underpredicted ethylene_glycol + proline chemistry.
