round_id,round_number,phase,provenance,panel,series,formulation_id,value,lower,upper,count_pass,count_fail,section,candidate_id,prediction,observed,uncertainty_std,absolute_error,nominal_coverage,empirical_coverage,interval_width,coverage_lower,coverage_upper,binary_outcome,signed_error,batch_id,viability_percent,intact_patch_formation_pass
ROUND_008,,,,viability_prediction,,,,,,,,trust,cand_001167,54.413487836780696,12.9175,25.397963908230043,41.4959878367807,,,99.56001852026176,,,,41.4959878367807,,,
ROUND_008,,,,viability_prediction,,,,,,,,trust,rescue_000011,48.081744403450195,33.555,4.13793958869859,14.526744403450197,,,16.22072318769847,,,,14.526744403450195,,,
ROUND_008,,,,viability_prediction,,,,,,,,trust,cand_000622,69.41114521114275,31.5375,7.573428067923968,37.87364521114275,,,29.687838026261954,,,,37.87364521114275,,,
ROUND_008,,,,viability_prediction,,,,,,,,trust,cand_000478,80.03782486107272,41.41,9.383138294084668,38.62782486107272,,,36.7819021128119,,,,38.627824861072725,,,
ROUND_008,,,,viability_prediction,,,,,,,,trust,cand_000288,54.27172123097489,4.4799999999999995,25.39784569549532,49.79172123097489,,,99.55955512634165,,,,49.79172123097489,,,
ROUND_008,,,,viability_prediction,,,,,,,,trust,cand_001095,54.42351801045155,2.9275,25.39796432617976,51.49601801045155,,,99.56002015862465,,,,51.49601801045155,,,
ROUND_008,,,,viability_prediction,,,,,,,,trust,cand_001278,54.421826079702186,16.355,25.397964309010785,38.06682607970218,,,99.56002009132227,,,,38.06682607970218,,,
ROUND_008,,,,viability_prediction,,,,,,,,trust,cand_001305,54.41942753790494,24.25,25.3979642409787,30.169427537904937,,,99.5600198246365,,,,30.169427537904937,,,
ROUND_008,,,,viability_prediction,,,,,,,,trust,cand_001647,54.41709605547173,18.295,25.397964117067037,36.12209605547173,,,99.56001933890278,,,,36.12209605547173,,,
ROUND_008,,,,viability_prediction,,,,,,,,trust,cand_001652,54.39995865017594,9.4125,25.397953197437612,44.98745865017594,,,99.55997653395544,,,,44.98745865017594,,,
FORMAL_COHORT,,,,coverage,,,,,,,,trust,,,,,,0.5,0.125,24.058614737232617,0.06717708293105555,0.22081262192749168,,,,,
FORMAL_COHORT,,,,coverage,,,,,,,,trust,,,,,,0.68,0.2638888888888889,35.47167184911555,0.17593641596552728,0.37576080561207664,,,,,
FORMAL_COHORT,,,,coverage,,,,,,,,trust,,,,,,0.8,0.3611111111111111,45.7121184901202,0.25981514475687584,0.4764773385240676,,,,,
FORMAL_COHORT,,,,coverage,,,,,,,,trust,,,,,,0.9,0.5138888888888888,58.67086890269411,0.40069555910198956,0.625675192569916,,,,,
FORMAL_COHORT,,,,coverage,,,,,,,,trust,,,,,,0.95,0.6666666666666666,69.91065229559428,0.5517938807199863,0.7646551393428815,,,,,
ROUND_003,,,,intact_probability,,,,,,,,trust,retest_v2_75d69addc009,0.455725392125923,,,,,,,,,1.0,,,,
ROUND_003,,,,intact_probability,,,,,,,,trust,rescue_000002,0.5498840382139313,,,,,,,,,1.0,,,,
ROUND_003,,,,intact_probability,,,,,,,,trust,cand_001256,0.389155289964007,,,,,,,,,1.0,,,,
ROUND_003,,,,intact_probability,,,,,,,,trust,cand_000026,0.4022274037805889,,,,,,,,,0.0,,,,
ROUND_003,,,,intact_probability,,,,,,,,trust,cand_000143,0.6482014342566541,,,,,,,,,0.0,,,,
