round_id,round_number,phase,provenance,panel,series,formulation_id,value,lower,upper,count_pass,count_fail
ROUND_003,3,screening_only,formal_frozen,observed_viability,individual_formulation,v2_0a63a12b60f3,38.0,,,,
ROUND_003,3,screening_only,formal_frozen,observed_viability,individual_formulation,v2_27a2b16cc327,53.0,,,,
ROUND_003,3,screening_only,formal_frozen,observed_viability,individual_formulation,v2_3db5f7aa7cdd,38.0,,,,
ROUND_003,3,screening_only,formal_frozen,observed_viability,individual_formulation,v2_430e18c49d10,65.0,,,,
ROUND_003,3,screening_only,formal_frozen,observed_viability,individual_formulation,v2_4aeffae55153,48.5,,,,
ROUND_003,3,screening_only,formal_frozen,observed_viability,individual_formulation,v2_4f4525f1566d,36.0,,,,
ROUND_003,3,screening_only,formal_frozen,observed_viability,individual_formulation,v2_75d69addc009,34.5,,,,
ROUND_003,3,screening_only,formal_frozen,observed_viability,individual_formulation,v2_84c11063c325,44.5,,,,
ROUND_003,3,screening_only,formal_frozen,observed_viability,individual_formulation,v2_8f6028d7e59a,41.0,,,,
ROUND_003,3,screening_only,formal_frozen,observed_viability,individual_formulation,v2_a7291b600bea,52.0,,,,
ROUND_003,3,screening_only,formal_frozen,observed_viability,individual_formulation,v2_afa1348627bc,38.5,,,,
ROUND_003,3,screening_only,formal_frozen,observed_viability,individual_formulation,v2_d93bf1a562c8,29.0,,,,
ROUND_003,3,screening_only,formal_frozen,observed_viability,median_iqr,,39.75,37.5,49.375,,
ROUND_003,3,screening_only,formal_frozen,prospective_performance,mae,,16.536584398699592,,,,
ROUND_003,3,screening_only,formal_frozen,prospective_performance,bias,,14.765135305195331,,,,
ROUND_003,3,screening_only,formal_frozen,prospective_performance,interval_95_coverage,,0.9166666666666666,,,,
ROUND_003,3,screening_only,formal_frozen,feasibility_mechanics,intact_pass_proportion,,0.5833333333333334,0.3195073356553728,0.8067425380947535,7.0,5.0
ROUND_003,3,screening_only,formal_frozen,feasibility_mechanics,mechanical_measurement_count,,0.0,,,,
