panel,candidate_id,round_id,prediction,observed,uncertainty_std,absolute_error,nominal_coverage,empirical_coverage,interval_width,coverage_lower,coverage_upper,binary_outcome,signed_error
viability_prediction,retest_v2_6f20e63adb1d,ROUND_008,49.67163459702838,26.3825,0.9858502233274996,23.28913459702838,,,3.8645328754437984,,,,23.28913459702838
viability_prediction,retest_v2_445849cbfa02,ROUND_008,11.027258208389108,23.5725,0.9992257742484612,12.54524179161089,,,3.9169650350539675,,,,-12.545241791610893
viability_prediction,cand_001167,ROUND_008,54.413487836780696,12.9175,25.397963908230043,41.4959878367807,,,99.56001852026176,,,,41.4959878367807
viability_prediction,rescue_000011,ROUND_008,48.081744403450195,33.555,4.13793958869859,14.526744403450197,,,16.22072318769847,,,,14.526744403450195
viability_prediction,cand_000622,ROUND_008,69.41114521114275,31.5375,7.573428067923968,37.87364521114275,,,29.687838026261954,,,,37.87364521114275
viability_prediction,cand_000478,ROUND_008,80.03782486107272,41.41,9.383138294084668,38.62782486107272,,,36.7819021128119,,,,38.627824861072725
viability_prediction,cand_000288,ROUND_008,54.27172123097489,4.4799999999999995,25.39784569549532,49.79172123097489,,,99.55955512634165,,,,49.79172123097489
viability_prediction,cand_001095,ROUND_008,54.42351801045155,2.9275,25.39796432617976,51.49601801045155,,,99.56002015862465,,,,51.49601801045155
viability_prediction,cand_001278,ROUND_008,54.421826079702186,16.355,25.397964309010785,38.06682607970218,,,99.56002009132227,,,,38.06682607970218
viability_prediction,cand_001305,ROUND_008,54.41942753790494,24.25,25.3979642409787,30.169427537904937,,,99.5600198246365,,,,30.169427537904937
viability_prediction,cand_001647,ROUND_008,54.41709605547173,18.295,25.397964117067037,36.12209605547173,,,99.56001933890278,,,,36.12209605547173
viability_prediction,cand_001652,ROUND_008,54.39995865017594,9.4125,25.397953197437612,44.98745865017594,,,99.55997653395544,,,,44.98745865017594
coverage,,FORMAL_COHORT,,,,,0.5,0.0,22.580253291084574,0.0,0.2425007574992425,,
coverage,,FORMAL_COHORT,,,,,0.68,0.0,33.291997222588016,0.0,0.2425007574992425,,
coverage,,FORMAL_COHORT,,,,,0.8,0.08333333333333333,42.90318562612779,0.014864709450773478,0.35388592179859524,,
coverage,,FORMAL_COHORT,,,,,0.9,0.3333333333333333,55.065642602465054,0.13811783989736134,0.609382412602386,,
coverage,,FORMAL_COHORT,,,,,0.95,0.4166666666666667,65.61476019383828,0.19325746190524656,0.6804926643446272,,
intact_probability,retest_v2_6f20e63adb1d,ROUND_008,0.8067033305916466,,,,,,,,,1.0,
intact_probability,retest_v2_445849cbfa02,ROUND_008,0.9673086942102448,,,,,,,,,1.0,
intact_probability,cand_001167,ROUND_008,0.9775254727243776,,,,,,,,,1.0,
intact_probability,rescue_000011,ROUND_008,0.8426607630131968,,,,,,,,,1.0,
intact_probability,cand_000622,ROUND_008,0.7087675031987882,,,,,,,,,1.0,
intact_probability,cand_000478,ROUND_008,0.6936904084931093,,,,,,,,,1.0,
intact_probability,cand_000288,ROUND_008,0.9939209306112444,,,,,,,,,1.0,
intact_probability,cand_001095,ROUND_008,0.9973675430646288,,,,,,,,,1.0,
intact_probability,cand_001278,ROUND_008,0.982062016239906,,,,,,,,,1.0,
intact_probability,cand_001305,ROUND_008,0.9921668929223147,,,,,,,,,1.0,
intact_probability,cand_001647,ROUND_008,0.9959155955054484,,,,,,,,,1.0,
intact_probability,cand_001652,ROUND_008,0.828465874157336,,,,,,,,,1.0,
